Date,Open,High,Low,Close,Volume,log_return,rsi,macd,macd_signal,macd_diff,bb_width,roc,atr,rolling_mean,rolling_std,zscore,label,label_numeric,vix,vix_zscore,vix_sentiment,vix_percentile,price_momentum_sent,rsi_sentiment,composite_sentiment,sentiment_momentum,fear_spike
2016-06-02,8156.89990234375,8229.5,8154.75,8218.9501953125,181700,0.0047564254428807,71.1896959469458,109.45981294872036,74.76148488920994,34.698328059510416,8.235844894192892,5.170255512134866,91.8340865273484,7899.123291015625,151.37673664743784,2.112787680459541,Bubble,1,15.09000015258789,0.0,0.0,0.5,0.0,0.4237939189389161,0.0,0.0,0.0
2016-06-03,8246.2001953125,8262.0,8209.849609375,8220.7998046875,379000,0.0002250167286977,71.266822702772,115.5688856978404,82.92296505093604,32.64592064690437,8.474361477241505,4.580349262952009,88.99953682003779,7909.839957682291,162.37068228449994,1.915123116009061,Normal,0,15.0,0.0,0.0,0.5,0.0,0.42533645405544007,0.0,0.0,0.0
2016-06-06,8228.75,8234.7001953125,8186.0498046875,8201.0498046875,171600,-0.0024053331374929,69.13844550060884,117.46267334233288,89.83090670921541,27.63176663311748,8.806344679063972,3.932450079998732,86.11745494896365,7921.373291015625,170.43287649240207,1.6409774887789506,Normal,0,15.359999656677246,0.0,0.0,0.5,0.0,0.3827689100121768,0.0,0.0,0.0
2016-06-07,8235.5498046875,8294.9501953125,8216.400390625,8266.4501953125,241900,0.0079430070714572,72.1089115313936,122.8249293148856,96.42971123034944,26.39521808453614,9.296240648959731,5.035485954984552,86.6733789258234,7931.499967447917,181.62783284585828,1.8441569368327195,Normal,0,14.869999885559082,0.0,0.0,0.5,0.0,0.44217823062787204,0.0,0.0,0.0
2016-06-08,8285.5,8288.900390625,8252.0498046875,8273.0498046875,174300,0.0007980422292402,72.39763077112733,126.15287728551992,102.37434444138356,23.77853284413638,9.613582387369256,6.290951364278557,83.11460799808602,7941.271630859375,191.9159833876548,1.7287678075148096,Normal,0,15.140000343322754,0.0,0.0,0.5,0.0,0.4479526154225465,0.0,0.0,0.0
2016-06-09,8273.349609375,8273.349609375,8184.60009765625,8203.599609375,174900,-0.0084301856371499,64.79613140380164,121.78241778133906,106.25595910937469,15.526458671964392,9.727632991358432,5.856993207776561,83.51710112099059,7953.149951171875,196.86015184503995,1.272221197920586,Normal,0,15.670000076293945,0.0,0.0,0.5,0.0,0.29592262807603276,0.0,0.0,0.0
2016-06-10,8180.25,8265.599609375,8162.85009765625,8170.0498046875,182200,-0.0040980298028367,61.44008523060747,114.29409708041204,107.86358670358216,6.430510376829872,9.513934810937696,5.678400878155318,84.89084473511626,7963.824951171875,199.72474913342444,1.0325453125383983,Normal,0,15.970000267028809,0.0,0.0,0.5,0.0,0.22880170461214944,0.0,0.0,0.0
2016-06-13,8102.25,8125.25,8063.89990234375,8110.60009765625,169700,-0.0073031447296469,55.91369615004463,102.38225554778546,106.76732047242282,-4.385064924637362,9.28939387847683,4.6684346121164015,86.40934885001867,7973.981624348959,199.16352398981712,0.6859613174663273,Normal,0,16.579999923706055,0.0,0.0,0.5,0.0,0.11827392300089258,0.0,0.0,0.0
2016-06-14,8134.39990234375,8134.9501953125,8069.5,8108.85009765625,145500,-0.0002157902993896,55.75471550099584,91.74326567979917,103.7625095138981,-12.019243834098944,9.097162821448308,2.192216631001481,84.91226645448162,7986.043294270833,195.87306764350635,0.6269713588645494,Normal,0,17.190000534057617,0.0,0.0,0.5,0.0,0.11509431001991687,0.0,0.0,0.0
2016-06-15,8139.39990234375,8213.2001953125,8123.14990234375,8206.599609375,169800,0.0119825911101933,62.21697026091591,90.16004930290364,101.0420174716992,-10.881968168795566,8.909457057330163,1.6970960164142228,86.30068296889365,8002.71162109375,192.51645554877524,1.0590678479928357,Normal,0,17.059999465942383,0.0,0.0,0.5,0.0,0.24433940521831815,0.0,0.0,0.0
2016-06-16,8180.64990234375,8180.64990234375,8074.4501953125,8140.75,189200,-0.0080563476172897,56.2560959733418,82.63921237025988,97.36145645141136,-14.722244081151471,8.22561686178058,-0.1949317738791423,89.57559233272268,8016.219954427083,187.2664776208441,0.6649884547145213,Normal,0,17.700000762939453,0.0,0.0,0.5,0.0,0.125121919466836,0.0,0.0,0.0
2016-06-17,8176.64990234375,8195.25,8135.7998046875,8170.2001953125,166600,0.0036110989197415,58.18560400895632,78.15436468590542,93.52003809831017,-15.365673412404746,7.197468060750293,-0.1014832143730513,87.42377825984963,8030.778287760417,181.4107647459026,0.7685426371878642,Normal,0,17.350000381469727,0.0,0.0,0.5,0.0,0.16371208017912636,0.0,0.0,0.0
2016-06-20,8115.75,8244.150390625,8107.35009765625,8238.5,168600,0.0083248762334282,62.33498370023428,79.19836456997746,90.65570339264364,-11.457338822666172,5.751751375482145,0.9607713313010472,90.95067216762824,8043.193294270834,182.48995876067687,1.0702326147451096,Normal,0,17.520000457763672,0.0,0.0,0.5,0.0,0.24669967400468565,0.0,0.0,0.0
2016-06-21,8255.400390625,8257.25,8202.150390625,8219.900390625,137000,-0.0022601974495153,60.572197177022055,77.63003820912218,88.05057035593934,-10.420532146817166,3.6201179575159568,0.4883916693697396,88.38988196815478,8054.263313802084,182.81108278956484,0.9060559912200852,Normal,0,17.260000228881836,0.0,0.0,0.5,0.0,0.2114439435404411,0.0,0.0,0.0
2016-06-22,8213.650390625,8238.349609375,8153.25,8203.7001953125,136100,-0.0019727952444882,59.006987848887285,74.22429641190956,85.2853155671334,-11.061019155223832,2.464277762646946,-0.1855468111815242,88.15486249721516,8066.091650390625,180.5276149975809,0.7622575910268315,Normal,0,18.18000030517578,0.0,0.0,0.5,0.0,0.1801397569777457,0.0,0.0,0.0
2016-06-23,8201.150390625,8285.599609375,8188.2998046875,8270.4501953125,154100,0.0081036488925214,63.223777359730015,76.03490558603698,83.43523357091411,-7.400327984877123,2.259966844163196,0.6039605854005756,88.80807265366408,8078.42666015625,181.4558423588794,1.058238371716187,Normal,0,18.020000457763672,0.0,0.0,0.5,0.0,0.2644755471946003,0.0,0.0,0.0
2016-06-24,8029.10009765625,8100.7001953125,7927.0498046875,8088.60009765625,297600,-0.0222332696976114,48.56643404139699,62.0804188799566,79.16427063272262,-17.083851752766023,2.5014805916518603,-1.3711623476177008,106.9932382230452,8087.55,174.49637343422572,0.0060178766789422,Normal,0,18.6299991607666,0.0,0.0,0.5,0.0,-0.028671319172060238,0.0,0.0,0.0
2016-06-27,8039.35009765625,8120.64990234375,8039.35009765625,8094.7001953125,162500,0.0007538756415223,48.99361052462215,50.92656479073594,73.5167294643253,-22.59016467358936,2.7056745010632826,-2.077675373855044,105.15799297050629,8095.34833984375,169.1570386553372,-0.003831614317692,Normal,0,18.530000686645508,0.0,0.0,0.5,0.0,-0.020127789507557024,0.0,0.0,0.0
2016-06-28,8096.0498046875,8146.35009765625,8086.85009765625,8127.85009765625,170400,0.0040868972986644,51.3579130662426,44.25186716089593,67.66375700363942,-23.41188984274349,2.766100754998334,-1.755092867312125,101.89670775832724,8103.251676432292,164.7496543651635,0.1493078775718486,Normal,0,17.729999542236328,0.0,0.0,0.5,0.0,0.027158261324852048,0.0,0.0,0.0
2016-06-29,8173.10009765625,8212.400390625,8157.64990234375,8204.0,147000,0.0093253922536919,56.36189910310104,44.59274450783414,63.049554504478365,-18.456809996644225,2.77154599822116,0.0048806699993309,100.65767813050032,8114.380013020834,159.65799667343103,0.5613247619690325,Normal,0,16.15999984741211,-0.47186647291999756,0.0,0.5,0.0,0.12723798206202075,0.0,0.0,0.0
2016-06-30,8260.25,8308.150390625,8242.099609375,8287.75,279400,0.0101566807593836,61.10145252148769,51.03254591061796,60.646152785706285,-9.61360687508833,2.9557879056816665,1.4406300833682857,100.90715759439315,8131.191682942708,149.85739802086167,1.0447153035147272,Normal,0,16.290000915527344,-0.3583503892839311,0.0,0.5,0.05849200821363658,0.22202905042975374,0.0,0.0,0.0
2016-07-01,8313.0498046875,8356.75,8308.650390625,8328.349609375,165500,0.0048867894542098,63.18870233300691,58.73512216310519,60.26394666118607,-1.5288244980808798,3.2883835346027888,2.684752165029982,98.62807490907936,8150.479996744792,135.6255333816746,1.311475857054522,Normal,0,15.739999771118164,-0.7780525973837958,0.0,0.5,0.371181521144753,0.26377404666013815,0.0,0.0,0.0
2016-07-04,8376.75,8398.4501953125,8364.7001953125,8370.7001953125,154200,0.0050722259326849,65.28148640405972,67.47895232558767,61.7069477940664,5.772004531521276,3.775523131310949,3.229189028071121,96.59039712539511,8171.801676432292,116.31869167461672,1.7099446014798327,Normal,0,15.579999923706055,-0.8745553477225926,0.0,0.5,0.43724793744604545,0.3056297280811944,0.0,0.0,0.0
2016-07-05,8379.2998046875,8381.4501953125,8319.9501953125,8335.9501953125,139000,-0.0041600260138615,62.15881634965467,70.78846083094504,63.52325040144213,7.265210429502915,3.976738107758692,1.5761776142914703,94.0839401878669,8191.3716796875,88.85056233557631,1.6272099109395308,Normal,0,15.359999656677246,-1.0112359343533308,0.0,0.5,0.31648327485965944,0.24317632699309344,0.0,0.0,0.0
2016-07-07,8342.0,8361.9501953125,8317.7001953125,8337.900390625,155500,0.0002339226096985,62.26789883815311,72.7302456298039,65.36464944711449,7.365596182689416,4.157123842539756,2.4217718345975494,90.5243730315907,8204.805029296875,78.61242651975857,1.6930575383609736,Normal,0,15.3100004196167,-1.0091538198729253,0.0,0.5,0.22047506657055488,0.24535797676306217,0.0,0.0,0.0
2016-07-08,8350.0,8353.2998046875,8287.5498046875,8323.2001953125,137900,-0.0017646132140196,60.84413254068864,72.25008713526404,66.7417369847444,5.508350150519632,4.319529611259106,1.872659131263159,88.75477495790564,8213.256705729167,77.19770330134597,1.4241808354603724,Normal,0,15.079999923706055,-1.1443095131225642,0.0,0.5,0.1091106647507822,0.2168826508137728,0.0,0.0,0.0
2016-07-11,8413.349609375,8475.25,8407.0498046875,8467.900390625,149800,0.0172357704308392,68.48329858857787,82.59356728971034,69.9121030457376,12.68146424397274,5.024320767887932,2.78449220883656,93.27584851001951,8223.631722005208,89.29511776456654,2.735520986307732,Bubble,1,14.850000381469727,-1.2663153257985502,0.0,0.5,0.3335606127592601,0.36966597177155736,0.0,0.0,0.0
2016-07-12,8502.599609375,8526.599609375,8479.2001953125,8521.0498046875,183600,0.0062569595942416,70.74127086789487,93.99603557194496,74.72888955097906,19.267146020965896,5.677100197840882,3.663662571945134,90.80608924144668,8235.050048828125,104.01329848551252,2.749646055107178,Bubble,1,14.779999732971191,-1.25974716496966,0.0,0.5,0.3934701274849973,0.41482541735789735,0.0,0.0,0.0
2016-07-13,8540.4501953125,8550.25,8493.5498046875,8519.5,195500,-0.0001818960901539,70.58247547179069,101.73478230720502,80.13006810222426,21.60471420498077,6.084396700250952,3.8494800781230936,88.36995396080763,8247.030045572918,115.18095081280492,2.365581743372719,Bubble,1,15.329999923706055,-0.7971415536232127,0.0,0.5,0.4352372851271449,0.41164950943581374,0.0,0.0,0.0
