Date,Open,High,Low,Close,Volume,log_return,rsi,macd,macd_signal,macd_diff,bb_width,roc,atr
2023-04-20,26694.099609375,26868.900390625,26597.94921875,26637.150390625,19800,-0.001886515544833204,29.64094006247892,-529.2266369583886,-345.74748658008264,-183.47915037830592,10.296110954699135,-4.692873954559685,576.6081565300996
2023-04-21,26701.69921875,26835.69921875,26602.80078125,26822.099609375,27000,0.006919287369105775,32.66040265322047,-564.7924671972032,-389.5564827035068,-175.23598449369644,10.990303333096293,-3.179105170012565,552.0574623136639
2023-04-24,26910.69921875,27034.900390625,26721.5,27013.650390625,24400,0.007116148269010399,35.73643264158471,-570.9406483136845,-425.83331582554234,-145.10733248814216,11.435555952520717,-3.561599650141203,535.0105286216165
2023-04-25,27028.80078125,27082.099609375,26820.69921875,26985.80078125,18000,-0.0010314775887467589,35.48265345365806,-571.4727744569282,-454.96120755181954,-116.51156690510862,11.820448975393864,-5.968231382152453,515.4669473361439
2023-04-26,27007.55078125,27158.75,26977.55078125,27065.0,16600,0.0029305495676764785,36.855948096082415,-559.0592857576812,-475.7808231929919,-83.27846256468933,12.118623355365642,-5.476198791604093,491.59068100856217
2023-04-27,27079.0,27378.099609375,27024.150390625,27355.25,24400,0.01066708632214399,41.74948649659127,-519.8087258279811,-484.5864037199898,-35.22232210799132,12.227261941449964,-5.597329150087427,481.7591479900934
2023-04-28,27401.94921875,27743.0,27388.80078125,27708.19921875,39000,0.012819903499545583,47.116530698771385,-454.9776232382974,-478.6646476236513,23.687024385353936,12.23080528919973,-3.6724076469449902,475.0442088479439
2023-05-02,27792.69921875,28154.099609375,27756.0,28025.0,26000,0.011368598887592854,51.44128374297876,-373.7272369701641,-457.6771654929539,83.94992852278983,12.235144077141113,-3.500494542479777,472.962507546305
2023-05-03,27872.400390625,27883.44921875,27693.30078125,27743.75,16100,-0.010086379358015247,47.71092832524534,-328.24642451540785,-431.79101729744474,103.54459278203689,12.228769597693285,-3.250132952058795,462.87227263228317
2023-05-04,27716.55078125,27912.5,27685.55078125,27883.19921875,14100,0.005013739305368407,49.660138493303165,-277.74845514754634,-400.9825048674651,123.23404971991874,11.900297024819276,-3.785842494702263,446.02062592640584
2023-05-05,27905.349609375,27915.25,27634.849609375,27719.94921875,14900,-0.005871986520977913,47.431025717212705,-248.04208649583597,-370.39442119313924,122.35233469730326,11.577519285165327,-2.1975653264021933,434.19060911916256
2023-05-08,27837.30078125,27947.0,27735.150390625,27920.94921875,14900,0.007224932737892661,50.38408823979559,-205.90698756363054,-337.4969344672375,131.58994690360697,10.867786866358461,3.3795292777844232,419.3949071285081
2023-05-09,27961.0,28168.44921875,27910.650390625,28125.5,15500,0.007299363021847742,53.261535346191685,-154.23119829977804,-300.8437872337456,146.61258893396757,10.387410064684381,3.5283710862478093,407.852330056829
2023-05-10,28220.44921875,28236.849609375,27998.94921875,28091.75,14700,-0.001200699217934734,52.71827886825185,-114.67915601842105,-263.6108609906807,148.93170497225964,9.455896245350717,5.262026991561899,395.71290581169836
2023-05-11,28298.25,28348.349609375,28039.19921875,28102.0,16100,0.00036480925774396133,52.87548623235544,-81.56653991742496,-227.20199677602957,145.6354568586046,8.93722624701821,5.499272962360706,389.5298690126485
2023-05-12,28070.849609375,28164.44921875,27874.099609375,28028.400390625,15500,-0.002622452398097255,51.55009109424943,-60.565267766593024,-193.87465097414227,133.30938320754925,7.801780669498824,4.497413695489996,382.44556475281644
2023-05-15,28083.75,28323.55078125,27957.5,28165.400390625,13700,0.00487599235253357,53.86813548312446,-32.492302203783765,-161.5981812200706,129.10587901628682,7.625213872421709,4.263585199872547,381.27450878832957
2023-05-16,28252.75,28421.05078125,28178.69921875,28216.0,12300,0.0017949047951660907,54.72963309520597,-6.091094793275261,-130.49676393471154,124.40566914143628,7.723109905556158,4.55869080455361,372.3013574909489
2023-05-17,28197.80078125,28300.099609375,27776.80078125,27942.94921875,22400,-0.009724289244236331,49.371535195168775,-7.118802650646103,-105.82117167789845,98.70236902725235,7.67243272652949,3.2438544938111957,383.0868911076668
2023-05-18,28125.44921875,28137.69921875,27858.75,27892.55078125,13800,-0.0018052476000764873,48.42909714379349,-11.863249089888996,-87.02958716029657,75.16633807040758,7.0529622814519914,1.9641596448579342,375.64848593926206
2023-05-19,28063.349609375,28369.400390625,28007.05078125,28303.650390625,22900,0.014631129309400531,55.83486973278585,17.349056574123097,-66.15385841341264,83.50291498753573,6.404561842216497,2.149007112205477,382.8771376132433
2023-05-22,28357.599609375,29062.05078125,28294.25,29007.30078125,22200,0.02455676398123661,65.07867693848867,96.170135687531,-33.68905959322391,129.8591952807549,6.738232208253078,3.5050875334522744,410.37168358729735
2023-05-23,29076.5,29319.900390625,28830.0,28873.69921875,20800,-0.004616430254139537,62.40782567923014,146.17091193663873,2.28293471274862,143.88797722389012,6.806933554265428,4.072806375309755,416.0523055185618
2023-05-24,28721.150390625,28959.349609375,28655.0,28890.80078125,14800,0.0005921132529371987,62.61930470483356,185.0437711125851,38.83510199271591,146.20866911986917,6.589377457610198,3.6136511976087746,408.07354150830736
2023-05-25,28854.94921875,28970.94921875,28686.19921875,28928.75,16200,0.0013126779328617142,63.11517637479719,216.41824209245533,74.35173001266381,142.06651207979152,6.266093752007963,4.36076116774542,399.26471711485686
2023-05-26,28975.94921875,29384.849609375,28975.94921875,29355.900390625,17500,0.014657651213158257,68.2246373782037,272.6077506069705,114.00293413152517,158.60481647544535,6.736305358527595,5.139335201796702,403.32435227629566
2023-05-29,29629.75,29659.599609375,29200.25,29240.19921875,13600,-0.003949113439781075,65.57487762266479,304.2945056684039,152.06124843890092,152.23325722950295,7.13629042602691,3.9633045412526,407.3261563547745
